user_id,signup_date,acquisition_channel,country
U01599,2024-02-16,referral,IN
U01600,2024-03-10,paid_ads,SG
U01601,2024-06-28,paid_ads,AE
U01602,2024-03-20,organic,AE
U01603,2024-03-27,organic,SG
U01604,2024-03-30,organic,IN
U01605,2024-01-02,social,SG
U01606,2024-02-16,referral,IN
U01607,2024-02-06,organic,SG
U01608,2024-05-24,referral,IN
U01609,2024-06-17,referral,IN
U01610,2024-04-12,organic,SG
U01611,2024-01-18,social,US
U01612,2024-02-06,paid_ads,AE
U01613,2024-06-11,referral,SG
U01614,2024-01-08,organic,AE
U01615,2024-01-24,organic,SG
U01616,2024-05-15,social,SG
U01617,2024-02-25,referral,US
U01618,2024-04-06,organic,AE
U01619,2024-04-17,organic,AE
U01620,2024-04-26,social,IN
U01621,2024-03-28,organic,AE
U01622,2024-02-10,referral,US
U01623,2024-04-04,organic,IN
U01624,2024-03-20,referral,SG
U01625,2024-03-24,paid_ads,SG
U01626,2024-05-25,social,IN
U01627,2024-06-01,paid_ads,AE
U01628,2024-01-22,paid_ads,IN
U01629,2024-01-14,referral,AE
U01630,2024-02-09,referral,IN
U01631,2024-02-10,organic,AE
U01632,2024-06-07,organic,IN
U01633,2024-01-13,paid_ads,US
U01634,2024-06-21,paid_ads,IN
U01635,2024-01-21,organic,AE
U01636,2024-03-10,social,SG
U01637,2024-04-23,paid_ads,IN
U01638,2024-06-18,referral,US
U01639,2024-04-18,organic,IN
U01640,2024-05-04,paid_ads,IN
U01641,2024-06-04,paid_ads,IN
U01642,2024-04-23,organic,IN
U01643,2024-04-16,organic,US
U01644,2024-03-10,paid_ads,SG
U01645,2024-02-25,paid_ads,IN
U01646,2024-05-11,referral,IN
U01647,2024-01-30,social,US
U01648,2024-03-29,organic,SG
U01649,2024-04-20,social,SG
U01650,2024-01-29,organic,IN
U01651,2024-03-13,referral,IN
U01652,2024-06-22,organic,IN
U01653,2024-06-22,social,IN
U01654,2024-05-31,organic,IN
U01655,2024-05-04,social,US
U01656,2024-05-14,organic,US
U01657,2024-06-19,referral,IN
U01658,2024-03-19,organic,US
U01659,2024-01-12,organic,IN
U01660,2024-02-26,referral,AE
U01661,2024-04-11,paid_ads,US
U01662,2024-06-02,organic,AE
U01663,2024-01-15,organic,IN
U01664,2024-01-02,referral,IN
U01665,2024-02-22,referral,SG
U01666,2024-03-18,referral,IN
U01667,2024-02-24,paid_ads,IN
U01668,2024-02-05,organic,IN
U01669,2024-03-06,referral,IN
U01670,2024-03-15,organic,AE
U01671,2024-03-24,organic,US
U01672,2024-01-31,referral,IN
U01673,2024-01-02,referral,US
U01674,2024-05-07,organic,IN
U01675,2024-04-20,organic,US
U01676,2024-02-14,organic,IN
U01677,2024-02-03,referral,IN
U01678,2024-04-07,organic,US
U01679,2024-05-16,organic,IN
U01680,2024-06-29,paid_ads,AE
U01681,2024-02-28,referral,AE
U01682,2024-05-08,social,AE
U01683,2024-05-23,referral,IN
U01684,2024-06-20,organic,SG
U01685,2024-03-31,paid_ads,SG
U01686,2024-01-19,organic,US
U01687,2024-04-11,paid_ads,IN
U01688,2024-01-11,paid_ads,IN
U01689,2024-04-21,paid_ads,IN
U01690,2024-01-05,paid_ads,US
U01691,2024-04-27,organic,IN
U01692,2024-01-20,referral,IN
U01693,2024-03-21,organic,IN
U01694,2024-05-27,organic,US
U01695,2024-04-19,referral,SG
U01696,2024-05-26,organic,US
U01697,2024-04-13,referral,IN
U01698,2024-06-12,referral,IN
U01699,2024-04-16,paid_ads,IN
U01700,2024-03-15,referral,IN
U01701,2024-01-30,paid_ads,US
U01702,2024-04-13,organic,IN
U01703,2024-01-06,paid_ads,AE
U01704,2024-03-24,organic,AE
U01705,2024-02-13,organic,IN
U01706,2024-06-07,organic,AE
U01707,2024-04-27,referral,IN
U01708,2024-06-25,paid_ads,IN
U01709,2024-04-02,paid_ads,IN
U01710,2024-01-23,paid_ads,IN
U01711,2024-04-21,paid_ads,IN
U01712,2024-01-28,referral,US
U01713,2024-03-03,organic,IN
U01714,2024-04-21,paid_ads,IN
U01715,2024-05-30,referral,IN
U01716,2024-04-12,organic,SG
U01717,2024-05-14,social,SG
U01718,2024-01-21,organic,SG
U01719,2024-04-11,paid_ads,SG
U01720,2024-03-20,paid_ads,AE
U01721,2024-03-27,social,IN
U01722,2024-02-26,social,US
U01723,2024-03-26,paid_ads,US
U01724,2024-02-13,social,IN
U01725,2024-01-20,social,SG
U01726,2024-05-10,referral,US
U01727,2024-06-11,paid_ads,AE
U01728,2024-01-30,referral,AE
U01729,2024-05-15,paid_ads,AE
U01730,2024-05-10,social,US
U01731,2024-02-19,organic,AE
U01732,2024-03-30,social,US
U01733,2024-03-30,social,SG
U01734,2024-06-14,organic,US
U01735,2024-02-07,referral,IN
U01736,2024-03-01,social,AE
U01737,2024-01-27,organic,SG
U01738,2024-02-07,organic,US
U01739,2024-03-06,organic,US
U01740,2024-02-20,referral,US
U01741,2024-02-14,referral,IN
U01742,2024-06-03,paid_ads,IN
U01743,2024-02-09,paid_ads,US
U01744,2024-06-16,referral,AE
U01745,2024-01-20,referral,IN
U01746,2024-02-15,organic,SG
U01747,2024-06-09,organic,AE
U01748,2024-05-06,organic,IN
U01749,2024-04-28,referral,IN
U01750,2024-05-24,paid_ads,AE
U01751,2024-05-28,referral,US
U01752,2024-04-24,referral,IN
U01753,2024-06-23,organic,AE
U01754,2024-05-24,social,IN
U01755,2024-06-13,organic,IN
U01756,2024-06-11,organic,US
U01757,2024-06-08,paid_ads,IN
U01758,2024-03-23,organic,IN
U01759,2024-06-09,social,IN
U01760,2024-03-21,paid_ads,IN
U01761,2024-02-08,social,SG
U01762,2024-04-22,organic,IN
U01763,2024-01-18,organic,SG
U01764,2024-04-30,paid_ads,AE
U01765,2024-04-23,social,AE
U01766,2024-06-10,social,IN
U01767,2024-03-18,paid_ads,AE
U01768,2024-03-11,social,US
U01769,2024-05-31,paid_ads,US
U01770,2024-01-15,referral,US
U01771,2024-03-31,referral,SG
U01772,2024-05-09,paid_ads,IN
U01773,2024-01-19,referral,IN
U01774,2024-03-20,organic,IN
U01775,2024-04-28,referral,US
U01776,2024-04-25,organic,IN
U01777,2024-01-10,referral,IN
U01778,2024-01-15,paid_ads,AE
U01779,2024-04-04,paid_ads,IN
U01780,2024-03-14,organic,IN
U01781,2024-01-20,social,IN
U01782,2024-06-14,referral,IN
U01783,2024-01-24,organic,IN
U01784,2024-06-06,organic,SG
U01785,2024-06-01,referral,SG
U01786,2024-05-09,referral,IN
U01787,2024-04-08,referral,IN
U01788,2024-04-28,social,AE
U01789,2024-05-28,organic,SG
U01790,2024-05-21,paid_ads,IN
U01791,2024-01-11,referral,IN
U01792,2024-04-25,social,IN
U01793,2024-05-26,paid_ads,US
U01794,2024-06-15,organic,US
U01795,2024-02-18,referral,IN
U01796,2024-03-23,referral,IN
U01797,2024-06-03,paid_ads,IN
U01798,2024-05-01,organic,US
U01799,2024-05-08,paid_ads,IN
U01800,2024-02-08,paid_ads,IN
U01801,2024-01-16,paid_ads,IN
U01802,2024-04-25,paid_ads,SG
U01803,2024-01-27,referral,IN
U01804,2024-03-28,referral,US
U01805,2024-01-22,paid_ads,IN
U01806,2024-05-09,social,SG
U01807,2024-06-14,referral,IN
U01808,2024-02-14,organic,AE
U01809,2024-01-11,referral,AE
U01810,2024-03-04,social,AE
U01811,2024-04-22,referral,US
U01812,2024-04-22,organic,SG
U01813,2024-05-14,referral,IN
U01814,2024-05-13,social,SG
U01815,2024-06-05,organic,SG
U01816,2024-02-10,organic,SG
U01817,2024-04-03,paid_ads,SG
U01818,2024-04-05,referral,US
U01819,2024-03-13,organic,SG
U01820,2024-04-09,paid_ads,US
U01821,2024-04-14,organic,IN
U01822,2024-03-27,paid_ads,IN
U01823,2024-06-22,referral,US
U01824,2024-06-02,referral,US
U01825,2024-01-14,paid_ads,IN
U01826,2024-06-10,organic,IN
U01827,2024-06-14,paid_ads,IN
U01828,2024-03-26,organic,SG
U01829,2024-01-17,referral,IN
U01830,2024-03-25,organic,SG
U01831,2024-01-25,organic,IN
U01832,2024-05-22,paid_ads,IN
U01833,2024-06-22,organic,IN
U01834,2024-04-08,paid_ads,US
U01835,2024-03-13,organic,US
U01836,2024-03-05,organic,US
U01837,2024-06-17,paid_ads,AE
U01838,2024-06-03,paid_ads,IN
U01839,2024-02-08,social,IN
U01840,2024-03-26,paid_ads,SG
U01841,2024-01-21,paid_ads,AE
U01842,2024-05-29,referral,IN
U01843,2024-06-18,organic,AE
U01844,2024-02-06,paid_ads,AE
U01845,2024-03-30,organic,SG
U01846,2024-03-20,organic,IN
U01847,2024-06-16,referral,IN
U01848,2024-06-27,organic,AE
U01849,2024-06-18,social,IN
U01850,2024-04-10,social,IN
U01851,2024-02-03,referral,IN
U01852,2024-06-01,paid_ads,IN
U01853,2024-01-22,paid_ads,IN
U01854,2024-03-20,paid_ads,IN
U01855,2024-05-23,referral,IN
U01856,2024-04-06,referral,AE
U01857,2024-06-13,paid_ads,IN
U01858,2024-03-25,paid_ads,US
U01859,2024-02-02,organic,IN
U01860,2024-06-20,referral,IN
U01861,2024-06-28,paid_ads,IN
U01862,2024-06-24,organic,IN
U01863,2024-05-14,organic,US
U01864,2024-01-24,paid_ads,US
U01865,2024-06-14,organic,IN
U01866,2024-06-20,referral,US
U01867,2024-04-18,referral,IN
U01868,2024-05-10,referral,AE
U01869,2024-04-02,social,US
U01870,2024-01-05,social,IN
U01871,2024-04-02,organic,IN
U01872,2024-03-20,paid_ads,SG
U01873,2024-02-16,referral,IN
U01874,2024-02-24,organic,IN
U01875,2024-03-28,referral,AE
U01876,2024-05-04,referral,IN
U01877,2024-02-19,organic,IN
U01878,2024-02-27,paid_ads,IN
U01879,2024-02-05,referral,IN
U01880,2024-02-09,organic,AE
U01881,2024-01-20,referral,SG
U01882,2024-03-16,social,AE
U01883,2024-01-26,organic,IN
U01884,2024-05-09,referral,AE
U01885,2024-05-18,referral,IN
U01886,2024-05-14,paid_ads,IN
U01887,2024-01-10,paid_ads,IN
U01888,2024-06-18,paid_ads,IN
U01889,2024-03-27,organic,US
U01890,2024-06-07,organic,AE
U01891,2024-02-03,paid_ads,SG
U01892,2024-06-01,organic,SG
U01893,2024-04-06,referral,IN
U01894,2024-02-09,referral,IN
U01895,2024-02-11,paid_ads,IN
U01896,2024-02-16,organic,IN
U01897,2024-06-26,paid_ads,IN
U01898,2024-06-08,paid_ads,SG
U01899,2024-02-12,referral,US
U01900,2024-04-22,paid_ads,IN
U01901,2024-01-12,social,US
U01902,2024-04-15,organic,AE
U01903,2024-04-03,organic,IN
U01904,2024-06-22,organic,IN
U01905,2024-03-01,organic,SG
U01906,2024-04-23,referral,US
U01907,2024-06-05,referral,IN
U01908,2024-03-13,paid_ads,US
U01909,2024-04-24,referral,SG
U01910,2024-02-29,paid_ads,US
U01911,2024-05-16,organic,AE
U01912,2024-03-02,organic,US
U01913,2024-03-20,paid_ads,IN
U01914,2024-04-30,organic,US
U01915,2024-02-19,referral,AE
U01916,2024-04-04,social,IN
U01917,2024-06-22,organic,IN
U01918,2024-05-26,referral,IN
U01919,2024-04-22,organic,IN
U01920,2024-04-28,social,IN
U01921,2024-03-13,organic,IN
U01922,2024-04-07,paid_ads,IN
U01923,2024-05-08,referral,US
U01924,2024-05-15,paid_ads,IN
U01925,2024-04-17,paid_ads,US
U01926,2024-02-11,paid_ads,SG
U01927,2024-02-21,organic,IN
U01928,2024-06-03,organic,IN
U01929,2024-02-05,organic,IN
U01930,2024-03-05,organic,US
U01931,2024-01-14,paid_ads,SG
U01932,2024-06-13,organic,IN
U01933,2024-05-03,referral,US
U01934,2024-04-05,social,US
U01935,2024-05-21,paid_ads,US
U01936,2024-01-27,paid_ads,IN
U01937,2024-05-12,paid_ads,IN
U01938,2024-02-01,paid_ads,US
U01939,2024-03-13,organic,AE
U01940,2024-01-22,paid_ads,AE
U01941,2024-02-11,organic,SG
U01942,2024-03-10,organic,AE
U01943,2024-04-25,referral,US
U01944,2024-05-11,social,IN
U01945,2024-02-07,organic,US
U01946,2024-04-21,paid_ads,US
U01947,2024-01-24,organic,US
U01948,2024-02-26,organic,IN
U01949,2024-04-25,social,IN
U01950,2024-03-30,organic,AE
U01951,2024-01-07,referral,AE
U01952,2024-04-16,paid_ads,SG
U01953,2024-01-14,organic,IN
U01954,2024-04-11,referral,IN
U01955,2024-05-08,referral,IN
U01956,2024-04-05,paid_ads,IN
U01957,2024-03-01,organic,IN
U01958,2024-04-08,referral,AE
U01959,2024-01-21,organic,US
U01960,2024-04-05,organic,IN
U01961,2024-02-27,organic,IN
U01962,2024-01-08,paid_ads,IN
U01963,2024-03-22,paid_ads,AE
U01964,2024-01-26,organic,SG
U01965,2024-06-15,referral,AE
U01966,2024-03-26,paid_ads,US
U01967,2024-02-07,organic,US
U01968,2024-02-05,organic,IN
U01969,2024-01-10,referral,IN
U01970,2024-03-14,organic,IN
U01971,2024-04-30,organic,AE
U01972,2024-06-27,referral,IN
U01973,2024-02-05,organic,US
U01974,2024-06-29,paid_ads,IN
U01975,2024-04-30,paid_ads,US
U01976,2024-04-24,referral,IN
U01977,2024-06-06,referral,SG
U01978,2024-01-02,paid_ads,IN
U01979,2024-01-21,paid_ads,IN
U01980,2024-01-05,organic,IN
U01981,2024-03-06,organic,IN
U01982,2024-02-25,referral,IN
U01983,2024-02-08,paid_ads,US
U01984,2024-05-20,paid_ads,IN
U01985,2024-06-04,organic,IN
U01986,2024-05-15,referral,IN
U01987,2024-04-18,social,AE
U01988,2024-01-29,organic,US
U01989,2024-03-14,organic,SG
U01990,2024-03-01,organic,IN
U01991,2024-03-18,social,AE
U01992,2024-02-01,paid_ads,US
U01993,2024-01-13,referral,IN
U01994,2024-03-02,social,US
U01995,2024-04-17,organic,AE
U01996,2024-06-12,paid_ads,IN
U01997,2024-06-08,paid_ads,IN
U01998,2024-04-27,organic,SG
U01999,2024-01-17,organic,IN
U02000,2024-01-29,referral,IN
U02001,2024-05-07,social,SG
U02002,2024-06-01,paid_ads,IN
U02003,2024-05-17,organic,IN
U02004,2024-01-05,referral,IN
U02005,2024-06-10,organic,US
U02006,2024-05-11,paid_ads,AE
U02007,2024-05-27,referral,SG
U02008,2024-03-02,social,IN
U02009,2024-02-06,referral,SG
U02010,2024-03-15,organic,IN
U02011,2024-04-19,organic,IN
U02012,2024-01-01,organic,IN
U02013,2024-06-06,social,IN
U02014,2024-03-31,organic,US
U02015,2024-03-02,referral,IN
U02016,2024-05-26,paid_ads,IN
U02017,2024-04-16,paid_ads,SG
U02018,2024-02-17,referral,SG
U02019,2024-06-19,social,US
U02020,2024-06-20,paid_ads,US
U02021,2024-01-22,social,SG
U02022,2024-05-14,organic,IN
U02023,2024-04-02,organic,IN
U02024,2024-01-18,organic,IN
U02025,2024-05-14,paid_ads,US
U02026,2024-05-19,referral,US
U02027,2024-05-09,organic,IN
U02028,2024-05-09,paid_ads,SG
U02029,2024-05-21,referral,SG
U02030,2024-01-06,social,IN
U02031,2024-04-09,social,IN
U02032,2024-04-30,referral,SG
U02033,2024-01-12,paid_ads,AE
U02034,2024-06-11,organic,AE
U02035,2024-04-09,organic,IN
U02036,2024-04-05,paid_ads,US
U02037,2024-03-05,referral,SG
U02038,2024-01-05,organic,SG
U02039,2024-04-01,social,IN
U02040,2024-01-18,paid_ads,SG
U02041,2024-03-29,organic,US
U02042,2024-03-02,paid_ads,AE
U02043,2024-06-17,organic,IN
U02044,2024-06-09,paid_ads,US
U02045,2024-01-27,social,IN
U02046,2024-05-28,paid_ads,SG
U02047,2024-03-26,organic,AE
U02048,2024-02-04,paid_ads,SG
U02049,2024-01-12,paid_ads,IN
U02050,2024-03-31,organic,SG
U02051,2024-05-19,paid_ads,IN
U02052,2024-03-27,organic,IN
U02053,2024-06-13,referral,IN
U02054,2024-02-14,paid_ads,AE
U02055,2024-06-24,organic,US
U02056,2024-04-28,organic,IN
U02057,2024-06-27,organic,IN
U02058,2024-05-02,paid_ads,IN
U02059,2024-06-10,paid_ads,IN
U02060,2024-02-16,referral,IN
U02061,2024-02-04,organic,IN
U02062,2024-01-17,paid_ads,SG
U02063,2024-04-27,referral,US
U02064,2024-01-10,organic,IN
U02065,2024-03-16,social,AE
U02066,2024-02-21,organic,SG
U02067,2024-01-12,organic,AE
U02068,2024-02-21,organic,SG
U02069,2024-01-11,organic,SG
U02070,2024-03-21,organic,IN
U02071,2024-03-20,paid_ads,US
U02072,2024-05-11,organic,IN
U02073,2024-04-11,referral,SG
U02074,2024-05-19,organic,IN
U02075,2024-05-01,organic,IN
U02076,2024-03-05,referral,IN
U02077,2024-01-10,organic,IN
U02078,2024-06-14,paid_ads,IN
U02079,2024-02-18,paid_ads,US
U02080,2024-03-14,referral,IN
U02081,2024-04-01,organic,US
U02082,2024-01-13,social,IN
U02083,2024-06-16,organic,AE
U02084,2024-03-25,organic,US
U02085,2024-03-10,social,IN
U02086,2024-02-01,paid_ads,IN
U02087,2024-04-04,referral,SG
U02088,2024-04-21,organic,US
U02089,2024-04-12,paid_ads,SG
U02090,2024-04-22,paid_ads,SG
U02091,2024-04-08,referral,IN
U02092,2024-03-27,organic,IN
U02093,2024-02-17,organic,IN
U02094,2024-05-07,organic,SG
U02095,2024-06-26,referral,SG
U02096,2024-05-07,organic,IN
U02097,2024-04-04,organic,US
U02098,2024-05-12,paid_ads,US
U02099,2024-03-09,referral,AE
U02100,2024-01-22,paid_ads,IN
U02101,2024-04-18,paid_ads,IN
U02102,2024-01-21,organic,US
U02103,2024-04-20,paid_ads,IN
U02104,2024-06-03,organic,IN
U02105,2024-02-16,referral,AE
U02106,2024-05-19,referral,IN
U02107,2024-03-16,organic,IN
U02108,2024-03-23,social,IN
U02109,2024-01-27,social,US
U02110,2024-01-21,paid_ads,SG
U02111,2024-03-24,social,SG
U02112,2024-06-18,social,AE
U02113,2024-03-16,referral,IN
U02114,2024-03-19,referral,IN
U02115,2024-04-24,paid_ads,IN
U02116,2024-06-03,organic,IN
U02117,2024-04-19,organic,US
U02118,2024-02-12,organic,IN
U02119,2024-06-25,organic,IN
U02120,2024-04-23,paid_ads,AE
U02121,2024-03-30,social,IN
U02122,2024-04-24,referral,AE
U02123,2024-01-11,organic,IN
U02124,2024-03-31,social,US
U02125,2024-06-06,organic,US
U02126,2024-04-21,referral,IN
U02127,2024-03-11,organic,AE
U02128,2024-06-12,organic,IN
U02129,2024-01-15,paid_ads,IN
U02130,2024-01-20,social,IN
U02131,2024-06-20,referral,AE
U02132,2024-06-12,organic,SG
U02133,2024-04-13,organic,AE
U02134,2024-04-03,referral,IN
U02135,2024-05-11,organic,IN
U02136,2024-06-22,organic,AE
U02137,2024-02-10,referral,US
U02138,2024-01-08,organic,IN
U02139,2024-02-06,organic,IN
U02140,2024-06-04,referral,US
U02141,2024-06-22,referral,SG
U02142,2024-04-22,referral,AE
U02143,2024-01-09,paid_ads,IN
U02144,2024-02-02,social,US
U02145,2024-01-18,organic,IN
U02146,2024-03-01,organic,IN
U02147,2024-06-14,organic,IN
U02148,2024-04-03,organic,SG
U02149,2024-04-02,referral,AE
U02150,2024-04-08,organic,AE
U02151,2024-05-25,social,IN
U02152,2024-01-09,organic,SG
U02153,2024-06-03,referral,IN
U02154,2024-02-09,organic,IN
U02155,2024-06-22,referral,IN
U02156,2024-04-25,organic,IN
U02157,2024-04-04,paid_ads,AE
U02158,2024-04-05,organic,IN
U02159,2024-04-23,referral,SG
U02160,2024-01-20,referral,IN
U02161,2024-05-26,organic,IN
U02162,2024-02-05,referral,IN
U02163,2024-05-15,organic,IN
U02164,2024-04-03,organic,US
U02165,2024-04-11,organic,US
U02166,2024-03-21,referral,IN
U02167,2024-06-15,organic,US
U02168,2024-03-12,organic,AE
U02169,2024-03-04,referral,IN
U02170,2024-01-30,referral,IN
U02171,2024-01-07,paid_ads,IN
U02172,2024-02-17,organic,IN
U02173,2024-05-07,organic,AE
U02174,2024-05-12,organic,IN
U02175,2024-04-09,paid_ads,SG
U02176,2024-05-23,social,IN
U02177,2024-01-31,social,SG
U02178,2024-03-08,referral,AE
U02179,2024-03-07,referral,US
U02180,2024-06-29,organic,US
U02181,2024-04-24,referral,IN
U02182,2024-02-24,referral,US
U02183,2024-06-05,social,IN
U02184,2024-03-14,organic,IN
U02185,2024-06-26,referral,IN
U02186,2024-05-05,referral,US
U02187,2024-02-21,organic,IN
U02188,2024-02-01,referral,US
U02189,2024-02-04,social,US
U02190,2024-01-19,organic,IN
U02191,2024-04-25,referral,US
U02192,2024-02-14,organic,AE
U02193,2024-04-23,social,US
U02194,2024-01-23,social,AE
U02195,2024-06-23,social,SG
U02196,2024-03-22,social,US
U02197,2024-06-19,referral,AE
U02198,2024-03-29,organic,IN
U02199,2024-01-17,social,IN
U02200,2024-05-20,paid_ads,IN
U02201,2024-05-18,referral,IN
U02202,2024-03-15,referral,AE
U02203,2024-03-17,referral,US
U02204,2024-02-10,paid_ads,IN
U02205,2024-06-28,paid_ads,IN
U02206,2024-06-12,organic,IN
U02207,2024-02-14,referral,IN
U02208,2024-04-02,organic,AE
U02209,2024-05-10,paid_ads,IN
U02210,2024-02-27,paid_ads,SG
U02211,2024-02-01,referral,IN
U02212,2024-02-21,organic,IN
U02213,2024-02-05,referral,IN
U02214,2024-03-01,organic,SG
U02215,2024-05-06,social,IN
U02216,2024-01-07,organic,IN
U02217,2024-04-02,paid_ads,SG
U02218,2024-05-21,organic,SG
U02219,2024-05-26,referral,IN
U02220,2024-04-04,referral,SG
U02221,2024-04-29,referral,IN
U02222,2024-05-21,social,IN
U02223,2024-02-03,referral,US
U02224,2024-06-05,organic,IN
U02225,2024-01-23,paid_ads,IN
U02226,2024-01-17,organic,US
U02227,2024-03-20,social,IN
U02228,2024-04-11,paid_ads,IN
U02229,2024-05-02,paid_ads,IN
U02230,2024-05-14,organic,IN
U02231,2024-04-15,paid_ads,US
U02232,2024-04-14,referral,IN
U02233,2024-05-27,paid_ads,IN
U02234,2024-01-19,referral,AE
U02235,2024-02-02,organic,US
U02236,2024-03-22,paid_ads,IN
U02237,2024-06-13,paid_ads,AE
U02238,2024-01-19,paid_ads,AE
U02239,2024-04-25,referral,SG
U02240,2024-04-29,organic,IN
U02241,2024-06-23,paid_ads,IN
U02242,2024-05-12,paid_ads,US
U02243,2024-03-29,organic,AE
U02244,2024-02-02,social,AE
U02245,2024-05-21,referral,IN
U02246,2024-06-12,social,IN
U02247,2024-05-30,referral,AE
U02248,2024-02-16,organic,AE
U02249,2024-02-03,referral,IN
U02250,2024-04-20,referral,IN
U02251,2024-05-08,organic,IN
U02252,2024-01-15,referral,US
U02253,2024-02-01,paid_ads,IN
U02254,2024-05-12,paid_ads,AE
U02255,2024-02-09,referral,AE
U02256,2024-03-18,paid_ads,US
U02257,2024-02-12,organic,IN
U02258,2024-02-11,organic,IN
U02259,2024-03-23,referral,US
U02260,2024-02-27,paid_ads,US
U02261,2024-03-29,paid_ads,IN
U02262,2024-05-12,paid_ads,AE
U02263,2024-03-13,social,SG
U02264,2024-01-21,paid_ads,IN
U02265,2024-03-05,paid_ads,IN
U02266,2024-02-20,paid_ads,US
U02267,2024-06-11,organic,IN
U02268,2024-05-21,social,SG
U02269,2024-03-11,referral,IN
U02270,2024-02-02,referral,US
U02271,2024-06-09,organic,IN
U02272,2024-03-18,referral,IN
U02273,2024-06-06,referral,SG
U02274,2024-05-16,referral,US
U02275,2024-01-24,paid_ads,US
U02276,2024-05-08,referral,IN
U02277,2024-06-13,referral,IN
U02278,2024-02-13,paid_ads,US
U02279,2024-05-31,social,SG
U02280,2024-05-28,referral,SG
U02281,2024-02-09,referral,IN
U02282,2024-02-13,paid_ads,AE
U02283,2024-06-17,paid_ads,IN
U02284,2024-06-08,social,SG
U02285,2024-06-03,social,IN
U02286,2024-03-27,organic,IN
U02287,2024-05-24,social,SG
U02288,2024-01-11,organic,IN
U02289,2024-01-08,referral,AE
U02290,2024-01-21,organic,IN
U02291,2024-01-12,social,AE
U02292,2024-06-13,organic,US
U02293,2024-05-27,organic,SG
U02294,2024-03-08,organic,IN
U02295,2024-06-15,organic,US
U02296,2024-02-23,organic,AE
U02297,2024-05-26,organic,AE
U02298,2024-04-16,social,IN
U02299,2024-06-07,organic,AE
U02300,2024-06-12,referral,SG
U02301,2024-01-08,paid_ads,IN
U02302,2024-05-07,social,IN
U02303,2024-06-09,referral,US
U02304,2024-05-19,referral,IN
U02305,2024-03-15,paid_ads,US
U02306,2024-06-13,organic,IN
U02307,2024-03-18,organic,IN
U02308,2024-05-03,organic,SG
U02309,2024-03-03,paid_ads,IN
U02310,2024-06-24,paid_ads,IN
U02311,2024-04-13,referral,IN
U02312,2024-03-17,organic,IN
U02313,2024-04-26,referral,US
U02314,2024-01-19,paid_ads,US
U02315,2024-06-25,paid_ads,IN
U02316,2024-01-16,referral,US
U02317,2024-02-10,paid_ads,SG
U02318,2024-04-22,referral,AE
U02319,2024-04-16,referral,IN
U02320,2024-05-03,referral,US
U02321,2024-04-28,referral,IN
U02322,2024-02-22,social,IN
U02323,2024-03-28,organic,SG
U02324,2024-06-04,paid_ads,IN
U02325,2024-02-06,organic,AE
U02326,2024-03-21,referral,IN
U02327,2024-03-22,organic,AE
U02328,2024-03-29,paid_ads,IN
U02329,2024-04-12,organic,IN
U02330,2024-02-03,organic,IN
U02331,2024-04-04,social,US
U02332,2024-05-11,paid_ads,IN
U02333,2024-05-23,organic,IN
U02334,2024-01-28,referral,IN
U02335,2024-03-22,organic,US
U02336,2024-03-02,organic,IN
U02337,2024-04-29,paid_ads,AE
U02338,2024-02-01,social,AE
U02339,2024-03-09,paid_ads,IN
U02340,2024-04-25,organic,US
U02341,2024-03-04,organic,AE
U02342,2024-02-06,social,AE
U02343,2024-01-25,referral,SG
U02344,2024-01-13,referral,SG
U02345,2024-03-15,referral,IN
U02346,2024-04-08,organic,IN
U02347,2024-06-06,paid_ads,IN
U02348,2024-04-17,paid_ads,IN
U02349,2024-03-04,social,US
U02350,2024-02-10,organic,IN
U02351,2024-03-24,referral,SG
U02352,2024-05-27,social,IN
U02353,2024-03-21,referral,IN
U02354,2024-02-18,organic,AE
U02355,2024-02-10,organic,IN
U02356,2024-05-07,social,IN
U02357,2024-05-11,paid_ads,IN
U02358,2024-04-29,social,IN
U02359,2024-05-07,social,IN
U02360,2024-03-19,organic,SG
U02361,2024-05-07,social,US
U02362,2024-01-06,referral,SG
U02363,2024-01-24,referral,US
U02364,2024-04-10,paid_ads,IN
U02365,2024-05-09,organic,AE
U02366,2024-04-27,social,US
U02367,2024-03-02,social,IN
U02368,2024-02-25,paid_ads,US
U02369,2024-05-29,social,AE
U02370,2024-03-31,paid_ads,IN
U02371,2024-01-13,paid_ads,US
U02372,2024-01-13,paid_ads,US
U02373,2024-03-13,social,IN
U02374,2024-05-06,organic,IN
U02375,2024-06-01,organic,AE
U02376,2024-06-16,referral,US
U02377,2024-06-21,organic,SG
U02378,2024-04-30,paid_ads,IN
U02379,2024-03-14,organic,US
U02380,2024-05-17,organic,IN
U02381,2024-01-03,paid_ads,IN
U02382,2024-01-28,organic,IN
U02383,2024-04-20,referral,AE
U02384,2024-02-04,organic,US
U02385,2024-03-08,paid_ads,US
U02386,2024-04-03,organic,IN
U02387,2024-04-13,referral,IN
U02388,2024-04-03,paid_ads,IN
U02389,2024-01-12,paid_ads,US
U02390,2024-04-12,organic,US
U02391,2024-01-14,organic,AE
U02392,2024-05-25,paid_ads,IN
U02393,2024-05-23,paid_ads,IN
U02394,2024-02-19,social,IN
U02395,2024-04-02,social,AE
U02396,2024-05-21,referral,IN
U02397,2024-03-14,referral,IN
U02398,2024-01-19,paid_ads,IN
U02399,2024-04-08,referral,AE
