txn_id,user_id,amount,txn_timestamp,hour_of_day,status
T003203,U02419,5080.49,2024-04-13 08:00:00,8,failed
T003204,U02420,712.43,2024-05-09 21:00:00,21,failed
T003205,U02420,1592.4,2024-05-14 21:00:00,21,success
T003206,U02420,3339.26,2024-05-15 21:00:00,21,success
T003207,U02420,1830.46,2024-05-27 21:00:00,21,success
T003208,U02420,4664.95,2024-06-10 21:00:00,21,success
T003209,U02420,3835.75,2024-06-18 21:00:00,21,success
T003210,U02423,1673.8,2024-01-12 05:00:00,5,success
T003211,U02423,3369.09,2024-01-16 05:00:00,5,success
T003212,U02423,2368.94,2024-01-16 05:00:00,5,success
T003213,U02423,3963.79,2024-02-05 05:00:00,5,success
T003214,U02423,2995.88,2024-02-17 05:00:00,5,success
T003215,U02423,697.54,2024-02-01 05:00:00,5,success
T003216,U02423,1536.76,2024-02-11 05:00:00,5,success
T003217,U02425,3165.87,2024-03-27 22:00:00,22,success
T003218,U02425,1800.2,2024-04-03 22:00:00,22,success
T003219,U02425,6668.13,2024-04-02 22:00:00,22,success
T003220,U02425,6656.48,2024-04-17 22:00:00,22,success
T003221,U02425,4468.77,2024-05-06 22:00:00,22,failed
T003222,U02427,5203.06,2024-05-15 09:00:00,9,success
T003223,U02433,6985.41,2024-03-26 12:00:00,12,success
T003224,U02435,4319.17,2024-03-25 03:00:00,3,success
T003225,U02435,3609.45,2024-04-01 03:00:00,3,failed
T003226,U02435,4550.91,2024-04-02 03:00:00,3,success
T003227,U02435,1754.07,2024-04-12 03:00:00,3,success
T003228,U02437,4704.36,2024-04-13 19:00:00,19,success
T003229,U02437,5549.44,2024-04-21 19:00:00,19,success
T003230,U02437,5776.69,2024-04-19 19:00:00,19,success
T003231,U02437,6753.44,2024-05-04 19:00:00,19,success
T003232,U02437,4678.92,2024-05-19 19:00:00,19,success
T003233,U02437,5541.42,2024-05-08 19:00:00,19,success
T003234,U02438,3598.67,2024-06-07 14:00:00,14,success
T003235,U02440,5296.1,2024-06-03 08:00:00,8,success
T003236,U02440,4324.05,2024-06-06 08:00:00,8,success
T003237,U02440,6062.24,2024-06-17 08:00:00,8,pending
T003238,U02440,6467.07,2024-06-18 08:00:00,8,success
T003239,U02443,1467.85,2024-05-11 10:00:00,10,pending
T003240,U02443,1998.05,2024-05-16 10:00:00,10,success
T003241,U02443,3942.58,2024-05-23 10:00:00,10,success
T003242,U02443,2857.35,2024-05-20 10:00:00,10,pending
T003243,U02443,3966.64,2024-06-08 10:00:00,10,success
T003244,U02443,3354.77,2024-06-05 10:00:00,10,success
T003245,U02444,6000.04,2024-05-19 20:00:00,20,success
T003246,U02446,5799.7,2024-05-27 06:00:00,6,success
T003247,U02446,4552.39,2024-06-03 06:00:00,6,failed
T003248,U02448,536.13,2024-05-03 03:00:00,3,failed
T003249,U02448,1197.61,2024-05-05 03:00:00,3,success
T003250,U02448,3096.83,2024-05-21 03:00:00,3,success
T003251,U02448,4540.19,2024-05-09 03:00:00,3,success
T003252,U02448,4135.76,2024-05-11 03:00:00,3,success
T003253,U02448,4334.19,2024-06-07 03:00:00,3,success
T003254,U02448,2518.2,2024-05-27 03:00:00,3,success
T003255,U02449,4191.23,2024-01-09 08:00:00,8,success
T003256,U02449,5755.62,2024-01-12 08:00:00,8,success
T003257,U02450,916.15,2024-04-08 02:00:00,2,success
T003258,U02452,795.32,2024-06-23 13:00:00,13,success
T003259,U02452,5425.09,2024-07-01 13:00:00,13,success
T003260,U02452,2521.33,2024-07-05 13:00:00,13,success
T003261,U02452,2991.24,2024-07-14 13:00:00,13,success
T003262,U02452,6140.09,2024-07-29 13:00:00,13,failed
T003263,U02452,2377.32,2024-07-28 13:00:00,13,success
T003264,U02455,2252.85,2024-05-31 09:00:00,9,success
T003265,U02455,6115.14,2024-06-08 09:00:00,9,success
T003266,U02455,1743.45,2024-06-16 09:00:00,9,success
T003267,U02455,4528.27,2024-06-09 09:00:00,9,success
T003268,U02455,3071.3,2024-06-16 09:00:00,9,pending
T003269,U02455,4498.75,2024-06-25 09:00:00,9,success
T003270,U02455,1408.0,2024-06-24 09:00:00,9,failed
T003271,U02456,3302.09,2024-03-20 19:00:00,19,success
T003272,U02456,5050.32,2024-03-23 19:00:00,19,success
T003273,U02456,6422.16,2024-04-01 19:00:00,19,success
T003274,U02456,4053.5,2024-04-07 19:00:00,19,success
T003275,U02456,2250.59,2024-04-09 19:00:00,19,success
T003276,U02456,3777.99,2024-04-14 19:00:00,19,success
T003277,U02457,2679.45,2024-06-26 12:00:00,12,success
T003278,U02457,4524.87,2024-07-01 12:00:00,12,failed
T003279,U02457,2944.4,2024-07-14 12:00:00,12,success
T003280,U02457,5059.19,2024-07-11 12:00:00,12,success
T003281,U02457,834.37,2024-07-16 12:00:00,12,success
T003282,U02457,1033.04,2024-08-15 12:00:00,12,success
T003283,U02457,1947.75,2024-08-13 12:00:00,12,success
T003284,U02457,4262.98,2024-07-24 12:00:00,12,success
T003285,U02460,2958.77,2024-06-05 11:00:00,11,success
T003286,U02460,2440.02,2024-06-08 11:00:00,11,success
T003287,U02460,2831.94,2024-06-13 11:00:00,11,success
T003288,U02460,4931.54,2024-06-08 11:00:00,11,failed
T003289,U02461,4740.47,2024-05-04 07:00:00,7,success
T003290,U02461,2161.55,2024-05-07 07:00:00,7,success
T003291,U02461,2693.7,2024-05-20 07:00:00,7,success
T003292,U02461,2960.42,2024-05-10 07:00:00,7,success
T003293,U02461,2702.73,2024-06-09 07:00:00,7,success
T003294,U02461,3821.4,2024-05-24 07:00:00,7,success
T003295,U02461,3790.36,2024-06-21 07:00:00,7,success
T003296,U02464,1595.04,2024-05-29 01:00:00,1,success
T003297,U02464,1059.49,2024-06-08 01:00:00,1,success
T003298,U02464,1901.6,2024-06-12 01:00:00,1,success
T003299,U02464,2559.24,2024-06-25 01:00:00,1,success
T003300,U02467,2059.23,2024-01-15 22:00:00,22,failed
T003301,U02467,4989.39,2024-01-24 22:00:00,22,success
T003302,U02467,6458.09,2024-01-17 22:00:00,22,success
T003303,U02467,4092.66,2024-01-30 22:00:00,22,success
T003304,U02471,1702.01,2024-05-16 04:00:00,4,failed
T003305,U02472,1762.8,2024-06-11 01:00:00,1,success
T003306,U02472,2437.07,2024-06-15 01:00:00,1,success
T003307,U02472,3273.74,2024-06-13 01:00:00,1,failed
T003308,U02475,3475.46,2024-02-10 16:00:00,16,success
T003309,U02476,4899.85,2024-06-26 04:00:00,4,success
T003310,U02479,1348.27,2024-05-29 18:00:00,18,success
T003311,U02480,712.13,2024-07-01 06:00:00,6,success
T003312,U02480,3118.12,2024-07-07 06:00:00,6,success
T003313,U02480,3387.43,2024-07-05 06:00:00,6,pending
T003314,U02480,6088.16,2024-07-28 06:00:00,6,success
T003315,U02480,1738.81,2024-07-25 06:00:00,6,success
T003316,U02480,1564.58,2024-07-26 06:00:00,6,success
T003317,U02480,3103.58,2024-07-13 06:00:00,6,success
T003318,U02482,879.46,2024-02-19 16:00:00,16,success
T003319,U02482,960.11,2024-02-22 16:00:00,16,success
T003320,U02482,3875.88,2024-02-21 16:00:00,16,success
T003321,U02482,3026.75,2024-02-28 16:00:00,16,success
T003322,U02482,1150.76,2024-03-14 16:00:00,16,success
T003323,U02482,2295.4,2024-03-25 16:00:00,16,success
T003324,U02483,5328.46,2024-01-07 20:00:00,20,success
T003325,U02483,3948.03,2024-01-17 20:00:00,20,success
T003326,U02484,3920.36,2024-04-23 18:00:00,18,success
T003327,U02485,6179.45,2024-03-24 06:00:00,6,success
T003328,U02487,4166.93,2024-02-11 06:00:00,6,success
T003329,U02487,2609.95,2024-02-19 06:00:00,6,success
T003330,U02487,4198.23,2024-02-21 06:00:00,6,success
T003331,U02487,2756.42,2024-02-29 06:00:00,6,success
T003332,U02487,1802.63,2024-02-27 06:00:00,6,success
T003333,U02490,1385.84,2024-02-24 15:00:00,15,success
T003334,U02490,2775.41,2024-03-01 15:00:00,15,success
T003335,U02490,762.6,2024-02-26 15:00:00,15,success
T003336,U02490,5230.13,2024-03-13 15:00:00,15,success
T003337,U02490,3135.29,2024-03-23 15:00:00,15,success
T003338,U02490,6599.93,2024-03-25 15:00:00,15,success
T003339,U02490,997.69,2024-04-06 15:00:00,15,success
T003340,U02490,6114.94,2024-04-13 15:00:00,15,success
T003341,U02491,6861.03,2024-04-16 14:00:00,14,success
T003342,U02495,1668.58,2024-01-18 03:00:00,3,success
T003343,U02495,5441.12,2024-01-23 03:00:00,3,success
T003344,U02495,1775.9,2024-02-07 03:00:00,3,success
T003345,U02495,3973.84,2024-02-05 03:00:00,3,success
T003346,U02495,2984.78,2024-01-22 03:00:00,3,success
T003347,U02495,2697.21,2024-01-23 03:00:00,3,success
T003348,U02495,2981.3,2024-02-11 03:00:00,3,success
T003349,U02495,1152.93,2024-03-28 03:00:00,3,success
T003350,U02497,4130.54,2024-02-09 11:00:00,11,success
T003351,U02497,2904.29,2024-02-11 11:00:00,11,success
T003352,U02498,2794.57,2024-05-16 03:00:00,3,success
T003353,U02499,2129.18,2024-02-27 12:00:00,12,success
T003354,U02499,901.51,2024-02-28 12:00:00,12,success
T003355,U02499,1937.33,2024-03-14 12:00:00,12,success
T003356,U02499,4461.74,2024-03-19 12:00:00,12,success
T003357,U02499,3266.03,2024-03-10 12:00:00,12,success
T003358,U02499,4941.65,2024-03-08 12:00:00,12,success
T003359,U02500,861.91,2024-05-25 01:00:00,1,failed
T003360,U02500,1225.71,2024-05-29 01:00:00,1,success
T003361,U02500,3062.11,2024-06-10 01:00:00,1,success
T003362,U02500,6819.88,2024-06-12 01:00:00,1,success
T003363,U02500,4025.39,2024-06-22 01:00:00,1,success
T003364,U02501,3798.68,2024-03-27 11:00:00,11,success
T003365,U02503,4451.66,2024-05-04 01:00:00,1,success
T003366,U02503,2019.03,2024-05-11 01:00:00,1,success
T003367,U02506,2609.61,2024-03-23 04:00:00,4,success
T003368,U02506,1374.32,2024-03-28 04:00:00,4,success
T003369,U02506,4941.06,2024-03-27 04:00:00,4,success
T003370,U02506,2802.61,2024-03-29 04:00:00,4,success
T003371,U02506,3711.23,2024-04-12 04:00:00,4,success
T003372,U02506,3356.16,2024-05-12 04:00:00,4,success
T003373,U02509,5392.88,2024-05-18 12:00:00,12,success
T003374,U02509,2293.57,2024-05-24 12:00:00,12,success
T003375,U02509,4347.55,2024-06-05 12:00:00,12,success
T003376,U02509,3467.86,2024-06-17 12:00:00,12,success
T003377,U02510,2795.47,2024-03-29 09:00:00,9,failed
T003378,U02510,951.91,2024-04-06 09:00:00,9,success
T003379,U02510,1110.28,2024-03-31 09:00:00,9,success
T003380,U02516,2206.6,2024-06-28 03:00:00,3,success
T003381,U02517,3334.17,2024-03-09 13:00:00,13,success
T003382,U02518,1486.14,2024-06-08 06:00:00,6,success
T003383,U02525,6272.89,2024-02-28 09:00:00,9,success
T003384,U02532,1246.71,2024-05-06 18:00:00,18,success
T003385,U02533,4649.64,2024-03-25 05:00:00,5,success
T003386,U02533,5936.74,2024-03-29 05:00:00,5,success
T003387,U02533,4221.54,2024-04-06 05:00:00,5,success
T003388,U02536,2397.12,2024-05-27 05:00:00,5,success
T003389,U02536,4771.6,2024-06-03 05:00:00,5,success
T003390,U02536,3342.98,2024-06-10 05:00:00,5,success
T003391,U02536,6867.45,2024-06-26 05:00:00,5,success
T003392,U02536,1901.27,2024-06-28 05:00:00,5,success
T003393,U02536,4388.08,2024-07-11 05:00:00,5,failed
T003394,U02536,4938.13,2024-06-08 05:00:00,5,success
T003395,U02541,4615.64,2024-06-25 15:00:00,15,success
T003396,U02541,5458.37,2024-06-29 15:00:00,15,success
T003397,U02544,2685.33,2024-04-13 10:00:00,10,success
T003398,U02544,4618.48,2024-04-16 10:00:00,10,success
T003399,U02544,2275.55,2024-04-15 10:00:00,10,failed
T003400,U02544,6660.92,2024-05-01 10:00:00,10,failed
T003401,U02544,2786.95,2024-05-15 10:00:00,10,success
T003402,U02544,2970.98,2024-06-02 10:00:00,10,pending
T003403,U02544,3315.76,2024-05-19 10:00:00,10,success
T003404,U02545,3114.39,2024-03-31 00:00:00,0,success
T003405,U02545,889.72,2024-04-05 00:00:00,0,failed
T003406,U02545,2375.31,2024-04-20 00:00:00,0,success
T003407,U02545,3066.12,2024-04-30 00:00:00,0,success
T003408,U02545,3373.78,2024-04-12 00:00:00,0,success
T003409,U02545,4095.13,2024-04-30 00:00:00,0,success
T003410,U02547,3928.66,2024-03-17 06:00:00,6,success
T003411,U02547,6096.85,2024-03-24 06:00:00,6,success
T003412,U02547,1857.52,2024-04-06 06:00:00,6,success
T003413,U02547,3127.18,2024-03-29 06:00:00,6,success
T003414,U02547,4982.17,2024-03-21 06:00:00,6,success
T003415,U02547,1308.83,2024-04-01 06:00:00,6,success
T003416,U02547,4989.62,2024-03-23 06:00:00,6,success
T003417,U02547,1503.3,2024-03-31 06:00:00,6,success
T003418,U02550,3053.44,2024-01-24 04:00:00,4,success
T003419,U02550,3336.99,2024-01-28 04:00:00,4,success
T003420,U02550,2929.74,2024-01-28 04:00:00,4,success
T003421,U02550,5226.55,2024-02-23 04:00:00,4,success
T003422,U02550,1427.04,2024-02-13 04:00:00,4,failed
T003423,U02550,814.37,2024-03-09 04:00:00,4,success
T003424,U02550,2709.11,2024-03-24 04:00:00,4,success
T003425,U02550,4675.44,2024-02-21 04:00:00,4,success
T003426,U02551,3745.66,2024-03-31 06:00:00,6,pending
T003427,U02552,5368.53,2024-04-26 23:00:00,23,failed
T003428,U02552,4649.67,2024-05-05 23:00:00,23,success
T003429,U02553,5885.57,2024-06-18 18:00:00,18,success
T003430,U02553,5193.3,2024-06-28 18:00:00,18,success
T003431,U02553,1822.99,2024-06-22 18:00:00,18,pending
T003432,U02553,900.88,2024-06-21 18:00:00,18,success
T003433,U02555,1903.16,2024-05-03 10:00:00,10,pending
T003434,U02556,6166.19,2024-02-26 18:00:00,18,success
T003435,U02557,901.68,2024-02-22 23:00:00,23,success
T003436,U02557,1854.94,2024-02-27 23:00:00,23,success
T003437,U02557,5253.86,2024-03-09 23:00:00,23,success
T003438,U02557,2583.33,2024-03-05 23:00:00,23,success
T003439,U02557,1094.42,2024-03-13 23:00:00,23,failed
T003440,U02557,1480.67,2024-04-02 23:00:00,23,success
T003441,U02557,6188.06,2024-04-10 23:00:00,23,success
T003442,U02558,4026.49,2024-05-19 14:00:00,14,success
T003443,U02559,4828.19,2024-03-11 14:00:00,14,success
T003444,U02561,920.9,2024-06-29 23:00:00,23,success
T003445,U02561,3823.1,2024-07-02 23:00:00,23,success
T003446,U02561,1209.72,2024-07-05 23:00:00,23,success
T003447,U02562,3949.83,2024-03-12 16:00:00,16,pending
T003448,U02564,2398.24,2024-01-31 07:00:00,7,success
T003449,U02568,3480.97,2024-03-04 09:00:00,9,success
T003450,U02568,4174.11,2024-03-09 09:00:00,9,success
T003451,U02568,4882.2,2024-03-18 09:00:00,9,success
T003452,U02574,1781.71,2024-03-01 15:00:00,15,success
T003453,U02575,3371.91,2024-01-18 17:00:00,17,failed
T003454,U02575,2450.71,2024-01-27 17:00:00,17,success
T003455,U02575,4653.86,2024-01-24 17:00:00,17,success
T003456,U02575,5429.88,2024-02-14 17:00:00,17,success
T003457,U02577,1114.76,2024-04-18 06:00:00,6,success
T003458,U02578,5662.71,2024-03-28 21:00:00,21,success
T003459,U02578,706.56,2024-04-05 21:00:00,21,success
T003460,U02578,4712.68,2024-04-13 21:00:00,21,success
T003461,U02579,2407.52,2024-05-01 04:00:00,4,success
T003462,U02579,1853.14,2024-05-06 04:00:00,4,success
T003463,U02579,500.35,2024-05-11 04:00:00,4,pending
T003464,U02584,2753.2,2024-05-23 05:00:00,5,success
T003465,U02584,4851.73,2024-05-30 05:00:00,5,success
T003466,U02584,1883.83,2024-06-04 05:00:00,5,success
T003467,U02585,3404.9,2024-02-12 16:00:00,16,success
T003468,U02585,2800.41,2024-02-17 16:00:00,16,success
T003469,U02585,3644.5,2024-03-03 16:00:00,16,success
T003470,U02585,3081.95,2024-03-13 16:00:00,16,success
T003471,U02585,615.35,2024-03-11 16:00:00,16,success
T003472,U02585,6811.68,2024-03-23 16:00:00,16,success
T003473,U02585,4037.59,2024-03-31 16:00:00,16,success
T003474,U02587,5142.59,2024-06-19 20:00:00,20,failed
T003475,U02588,726.82,2024-05-03 19:00:00,19,success
T003476,U02588,2513.58,2024-05-10 19:00:00,19,success
T003477,U02588,1403.24,2024-05-21 19:00:00,19,success
T003478,U02588,2879.87,2024-05-12 19:00:00,19,success
T003479,U02589,2329.71,2024-05-04 18:00:00,18,success
T003480,U02590,3177.38,2024-06-18 18:00:00,18,success
T003481,U02596,513.61,2024-01-18 17:00:00,17,success
T003482,U02599,6796.51,2024-05-27 22:00:00,22,success
T003483,U02599,2164.21,2024-06-04 22:00:00,22,success
T003484,U02599,1649.36,2024-06-16 22:00:00,22,failed
T003485,U02599,1817.09,2024-06-17 22:00:00,22,success
T003486,U02601,510.98,2024-05-18 13:00:00,13,pending
T003487,U02601,4850.52,2024-05-21 13:00:00,13,success
T003488,U02601,1610.27,2024-05-22 13:00:00,13,success
T003489,U02601,2428.59,2024-06-14 13:00:00,13,success
T003490,U02603,4498.92,2024-02-18 00:00:00,0,success
T003491,U02603,3461.17,2024-02-26 00:00:00,0,success
T003492,U02603,3257.65,2024-02-26 00:00:00,0,success
T003493,U02603,1934.29,2024-03-16 00:00:00,0,success
T003494,U02603,1446.13,2024-03-17 00:00:00,0,success
T003495,U02608,4359.37,2024-05-08 22:00:00,22,success
T003496,U02608,3930.17,2024-05-14 22:00:00,22,failed
T003497,U02608,4210.91,2024-05-16 22:00:00,22,success
T003498,U02608,1345.73,2024-06-04 22:00:00,22,pending
T003499,U02608,1837.39,2024-06-01 22:00:00,22,success
T003500,U02613,934.01,2024-03-20 21:00:00,21,success
T003501,U02614,3343.14,2024-05-29 03:00:00,3,success
T003502,U02614,1547.8,2024-06-07 03:00:00,3,success
T003503,U02614,4502.89,2024-06-04 03:00:00,3,success
T003504,U02614,6462.96,2024-06-25 03:00:00,3,success
T003505,U02614,4681.24,2024-06-14 03:00:00,3,success
T003506,U02614,758.81,2024-07-18 03:00:00,3,success
T003507,U02614,1194.17,2024-06-16 03:00:00,3,success
T003508,U02624,4542.18,2024-02-07 04:00:00,4,success
T003509,U02624,4914.19,2024-02-15 04:00:00,4,success
T003510,U02624,4828.22,2024-02-25 04:00:00,4,success
T003511,U02624,2669.68,2024-02-19 04:00:00,4,success
T003512,U02624,704.33,2024-02-15 04:00:00,4,success
T003513,U02625,6416.49,2024-05-12 20:00:00,20,success
T003514,U02625,6336.6,2024-05-22 20:00:00,20,success
T003515,U02625,2977.77,2024-05-14 20:00:00,20,success
T003516,U02625,970.29,2024-05-27 20:00:00,20,success
T003517,U02625,1583.8,2024-06-01 20:00:00,20,success
T003518,U02628,2222.16,2024-02-19 21:00:00,21,success
T003519,U02631,2741.44,2024-02-15 01:00:00,1,success
T003520,U02636,1731.85,2024-01-04 17:00:00,17,success
T003521,U02637,2339.86,2024-03-29 02:00:00,2,success
T003522,U02638,2597.22,2024-03-20 08:00:00,8,success
T003523,U02642,3642.77,2024-02-16 09:00:00,9,success
T003524,U02642,2641.1,2024-02-26 09:00:00,9,success
T003525,U02642,2855.29,2024-03-01 09:00:00,9,success
T003526,U02642,6551.12,2024-03-11 09:00:00,9,success
T003527,U02644,3704.22,2024-06-15 08:00:00,8,success
T003528,U02645,4618.07,2024-04-15 08:00:00,8,success
T003529,U02648,4547.2,2024-03-25 15:00:00,15,failed
T003530,U02652,4891.64,2024-01-26 06:00:00,6,success
T003531,U02652,4683.99,2024-02-01 06:00:00,6,success
T003532,U02652,1897.07,2024-02-05 06:00:00,6,success
T003533,U02652,4526.37,2024-02-07 06:00:00,6,success
T003534,U02652,4780.9,2024-02-11 06:00:00,6,success
T003535,U02652,3283.8,2024-03-01 06:00:00,6,success
T003536,U02654,3747.19,2024-02-08 04:00:00,4,success
T003537,U02654,1172.74,2024-02-16 04:00:00,4,success
T003538,U02654,6416.94,2024-02-22 04:00:00,4,success
T003539,U02654,1956.89,2024-02-14 04:00:00,4,success
T003540,U02654,3829.7,2024-02-12 04:00:00,4,success
T003541,U02654,4352.3,2024-03-09 04:00:00,4,success
T003542,U02654,4926.29,2024-03-21 04:00:00,4,success
T003543,U02655,1594.57,2024-05-05 07:00:00,7,success
T003544,U02655,987.22,2024-05-06 07:00:00,7,success
T003545,U02655,4444.32,2024-05-23 07:00:00,7,success
T003546,U02655,4427.37,2024-05-26 07:00:00,7,success
T003547,U02655,4425.6,2024-05-09 07:00:00,7,success
T003548,U02655,3966.32,2024-06-09 07:00:00,7,success
T003549,U02655,2146.77,2024-05-17 07:00:00,7,failed
T003550,U02655,1485.7,2024-06-16 07:00:00,7,success
T003551,U02656,6149.19,2024-03-25 22:00:00,22,success
T003552,U02656,2708.56,2024-03-30 22:00:00,22,failed
T003553,U02656,1851.25,2024-04-06 22:00:00,22,success
T003554,U02656,2613.36,2024-03-31 22:00:00,22,pending
T003555,U02656,2647.59,2024-05-04 22:00:00,22,success
T003556,U02656,4617.98,2024-04-14 22:00:00,22,success
T003557,U02656,3053.81,2024-05-24 22:00:00,22,success
T003558,U02658,3198.64,2024-01-05 02:00:00,2,success
T003559,U02661,1925.74,2024-03-03 09:00:00,9,success
T003560,U02661,2667.31,2024-03-13 09:00:00,9,success
T003561,U02663,4465.74,2024-03-11 22:00:00,22,success
T003562,U02663,5988.72,2024-03-12 22:00:00,22,success
T003563,U02663,3290.58,2024-03-19 22:00:00,22,success
T003564,U02663,5789.32,2024-03-17 22:00:00,22,success
T003565,U02663,2535.0,2024-04-12 22:00:00,22,success
T003566,U02663,4783.2,2024-04-25 22:00:00,22,success
T003567,U02663,6883.46,2024-04-04 22:00:00,22,success
T003568,U02666,4041.31,2024-05-31 14:00:00,14,success
T003569,U02666,3477.07,2024-06-06 14:00:00,14,pending
T003570,U02666,3909.7,2024-06-18 14:00:00,14,failed
T003571,U02666,4330.6,2024-06-21 14:00:00,14,failed
T003572,U02666,1341.92,2024-06-04 14:00:00,14,success
T003573,U02666,3865.49,2024-06-30 14:00:00,14,success
T003574,U02673,3018.35,2024-03-03 03:00:00,3,success
T003575,U02674,1173.96,2024-01-17 00:00:00,0,success
T003576,U02680,5120.67,2024-04-15 19:00:00,19,success
T003577,U02682,4273.72,2024-05-09 23:00:00,23,success
T003578,U02682,6595.19,2024-05-19 23:00:00,23,success
T003579,U02682,2415.74,2024-05-19 23:00:00,23,success
T003580,U02682,4124.76,2024-05-21 23:00:00,23,failed
T003581,U02682,2925.22,2024-06-06 23:00:00,23,success
T003582,U02682,4619.9,2024-05-19 23:00:00,23,success
T003583,U02682,4741.24,2024-06-26 23:00:00,23,failed
T003584,U02683,3581.36,2024-07-02 02:00:00,2,success
T003585,U02683,3097.55,2024-07-03 02:00:00,2,success
T003586,U02683,2266.24,2024-07-04 02:00:00,2,success
T003587,U02683,3165.42,2024-07-17 02:00:00,2,success
T003588,U02683,1123.38,2024-07-06 02:00:00,2,failed
T003589,U02683,736.86,2024-07-22 02:00:00,2,success
T003590,U02683,2447.44,2024-08-07 02:00:00,2,success
T003591,U02684,2898.12,2024-03-22 07:00:00,7,success
T003592,U02684,3397.64,2024-03-31 07:00:00,7,success
T003593,U02684,4088.31,2024-04-05 07:00:00,7,success
T003594,U02684,4853.15,2024-04-15 07:00:00,7,success
T003595,U02684,2379.28,2024-05-01 07:00:00,7,success
T003596,U02684,687.5,2024-05-11 07:00:00,7,success
T003597,U02684,5681.67,2024-04-09 07:00:00,7,success
T003598,U02684,582.26,2024-05-10 07:00:00,7,success
T003599,U02686,4017.77,2024-02-04 14:00:00,14,success
T003600,U02686,4956.13,2024-02-09 14:00:00,14,success
T003601,U02686,5824.47,2024-02-08 14:00:00,14,success
T003602,U02687,3928.61,2024-06-15 08:00:00,8,success
T003603,U02687,4964.14,2024-06-23 08:00:00,8,failed
T003604,U02687,4767.7,2024-06-19 08:00:00,8,success
T003605,U02691,4922.73,2024-02-28 02:00:00,2,success
T003606,U02694,1723.63,2024-05-05 14:00:00,14,success
T003607,U02695,3131.02,2024-02-10 15:00:00,15,success
T003608,U02695,1689.21,2024-02-13 15:00:00,15,success
T003609,U02695,2315.35,2024-02-22 15:00:00,15,failed
T003610,U02695,5490.6,2024-03-08 15:00:00,15,success
T003611,U02695,683.31,2024-03-05 15:00:00,15,success
T003612,U02695,3090.96,2024-03-11 15:00:00,15,success
T003613,U02695,1974.32,2024-03-05 15:00:00,15,success
T003614,U02695,4339.58,2024-02-17 15:00:00,15,success
T003615,U02697,3858.51,2024-06-08 00:00:00,0,pending
T003616,U02697,3019.18,2024-06-16 00:00:00,0,success
T003617,U02697,4849.84,2024-06-24 00:00:00,0,success
T003618,U02697,3757.95,2024-06-23 00:00:00,0,success
T003619,U02697,4909.42,2024-06-28 00:00:00,0,success
T003620,U02697,5473.46,2024-06-18 00:00:00,0,success
T003621,U02697,1719.95,2024-06-20 00:00:00,0,success
T003622,U02699,2035.06,2024-04-18 08:00:00,8,success
T003623,U02700,5964.05,2024-06-30 04:00:00,4,failed
T003624,U02700,4598.15,2024-07-07 04:00:00,4,success
T003625,U02701,1807.23,2024-05-23 02:00:00,2,success
T003626,U02702,2180.15,2024-05-01 22:00:00,22,success
T003627,U02702,2084.94,2024-05-08 22:00:00,22,failed
T003628,U02702,3381.02,2024-05-17 22:00:00,22,success
T003629,U02702,6303.54,2024-05-31 22:00:00,22,success
T003630,U02702,1762.71,2024-05-05 22:00:00,22,success
T003631,U02702,6513.34,2024-05-26 22:00:00,22,success
T003632,U02702,6332.61,2024-05-25 22:00:00,22,success
T003633,U02703,3101.54,2024-05-18 16:00:00,16,pending
T003634,U02703,3262.56,2024-05-27 16:00:00,16,success
T003635,U02703,3125.04,2024-06-01 16:00:00,16,success
T003636,U02703,2072.92,2024-06-14 16:00:00,16,success
T003637,U02703,3883.4,2024-05-22 16:00:00,16,success
T003638,U02703,1957.87,2024-06-17 16:00:00,16,success
T003639,U02703,1416.2,2024-06-11 16:00:00,16,success
T003640,U02703,1237.35,2024-07-13 16:00:00,16,success
T003641,U02707,3574.32,2024-06-26 00:00:00,0,success
T003642,U02707,3866.66,2024-06-30 00:00:00,0,success
T003643,U02707,3862.4,2024-07-16 00:00:00,0,success
T003644,U02707,5103.28,2024-07-17 00:00:00,0,success
T003645,U02707,1772.01,2024-08-01 00:00:00,0,success
T003646,U02710,2852.01,2024-05-15 01:00:00,1,failed
T003647,U02712,4867.62,2024-05-16 18:00:00,18,success
T003648,U02713,5086.17,2024-07-02 21:00:00,21,success
T003649,U02713,795.17,2024-07-07 21:00:00,21,success
T003650,U02713,2425.38,2024-07-18 21:00:00,21,success
T003651,U02713,4543.5,2024-07-14 21:00:00,21,success
T003652,U02713,1357.43,2024-07-30 21:00:00,21,success
T003653,U02713,2851.76,2024-08-06 21:00:00,21,success
T003654,U02713,5803.08,2024-08-31 21:00:00,21,success
T003655,U02715,1593.12,2024-01-23 06:00:00,6,success
T003656,U02720,3888.04,2024-05-11 05:00:00,5,success
T003657,U02720,1190.95,2024-05-16 05:00:00,5,failed
T003658,U02720,3025.52,2024-05-17 05:00:00,5,success
T003659,U02723,2281.94,2024-05-19 00:00:00,0,success
T003660,U02723,892.08,2024-05-26 00:00:00,0,success
T003661,U02723,6433.77,2024-06-02 00:00:00,0,success
T003662,U02723,2246.31,2024-06-06 00:00:00,0,success
T003663,U02723,590.32,2024-06-12 00:00:00,0,success
T003664,U02725,1742.4,2024-02-13 16:00:00,16,failed
T003665,U02731,5014.75,2024-02-24 20:00:00,20,success
T003666,U02731,2909.43,2024-02-26 20:00:00,20,success
